Session Size (KB),Total Migration Time (ms)
256,336.4378449
256,342.1806867
256,336.3383056
256,338.5595373
256,305.1931586
256,325.1699349
256,323.5000364
256,322.4076469
256,323.255668
256,349.0484541
256,330.8520669
256,334.7361093
256,351.8777338
256,321.1006406
256,310.0875874
256,327.9438626
256,342.2239085
256,341.1873972
256,329.4010155
256,332.3181329
256,322.7861669
256,307.450509
256,335.7674485
256,342.8028124
256,327.4276697
256,322.6307539
256,343.0285178
256,303.1897451
256,305.9273449
256,306.4800713
256,350.2020578
256,352.5030361
256,343.6693249
256,333.8061833
256,328.2972279
256,357.9098811
256,330.4968921
256,339.8120468
256,329.9132286
256,336.3731235
256,345.3579441
256,322.6184766
256,338.4094141
256,311.7204876
256,310.8406044
256,335.9339375
256,328.8102749
512,351.4746645
512,359.9287504
512,362.6871598
512,359.8884499
512,361.8265222
512,356.8385781
512,362.4329912
512,357.0063094
512,367.374644
512,348.6853345
512,360.3633452
512,387.7852047
512,363.1460263
512,369.9651407
512,361.2578994
512,370.732248
512,381.6431679
512,326.5680737
512,370.456225
512,351.2878136
512,372.7889878
512,358.5693366
512,366.4378962
512,377.3126112
512,374.3816004
512,364.6517222
512,355.0276115
512,363.7398186
512,370.6325431
512,364.2541251
512,363.7770431
512,364.400351
512,352.7230375
512,354.3507143
512,366.8287462
512,363.1484252
512,349.5487848
512,369.7911061
512,362.8332211
512,369.0322798
512,389.0418798
512,376.5938485
512,365.142868
512,365.9293752
512,372.339924
512,355.4092737
512,352.3202133
512,355.2197731
512,371.950822
512,357.7157069
512,373.9392589
512,362.6738963
512,366.8412862
512,366.2051012
512,367.0418926
512,368.7662529
512,359.9049813
512,361.9585465
512,348.4714292
512,344.7758252
512,348.412342
512,383.1385459
512,360.2885846
512,366.3602888
512,372.5836932
512,355.7821349
512,374.0507621
512,366.2819479
512,384.5010903
512,384.8856518
512,368.7510125
512,361.5399326
512,366.5637302
512,369.5749405
512,366.8646531
512,355.1906727
512,371.3807988
512,360.5616446
512,346.731769
512,344.7061213
512,358.780454
512,356.9644181
512,371.8302234
512,368.6764352
512,358.9287013
512,382.9679283
512,354.1727501
512,383.8656521
512,375.7529579
512,375.4994649
512,361.6798142
512,370.7524533
512,384.3446175
512,383.7254169
512,346.1467731
512,374.4198697
512,386.4467003
512,362.959094
512,363.142481
512,345.9824157
512,359.3214194
512,363.1170094
512,376.4396734
512,354.5857479
512,374.1882944
512,383.8943753
512,371.5923469
512,368.260593
512,345.8431025
512,356.8009763
512,363.4448214
512,364.2948283
512,367.7027926
512,388.3474866
512,360.6441654
512,357.3678218
512,357.82395
512,361.7772534
512,354.9751084
512,353.5972197
512,361.1026691
512,352.5849358
512,365.0257078
512,369.8147721
512,363.6779421
512,363.5056127
512,367.1983709
512,381.2529888
512,369.1207723
512,348.1066591
512,358.5223566
512,347.7468493
512,375.4610392
512,371.9205711
512,356.0424157
512,372.8300594
512,384.7096374
512,364.5022066
512,359.8056019
512,380.9630509
512,336.6323085
512,382.7613049
512,351.9358596
512,340.0787829
512,343.4931008
512,380.8392588
512,364.1585107
512,364.2965031
512,380.063649
512,366.7075722
512,334.3348426
512,364.5523067
512,348.4179531
512,347.9776151
512,367.038638
512,372.7734625
512,363.1482775
512,358.5717183
512,369.1220419
512,358.9574405
512,360.3555934
512,362.7946454
512,360.850046
512,363.6378338
512,382.2852707
512,371.1491724
512,361.8791744
512,378.3562507
512,366.8649186
512,369.9082065
512,389.9855283
512,375.0316598
512,360.6991112
512,377.1221894
512,344.6493688
512,367.4074362
512,352.1756016
512,371.2065323
512,380.7387264
512,333.8229761
512,354.2054904
512,349.2209853
512,362.849863
512,368.7503411
512,364.226499
512,352.0708905
512,350.8733005
512,352.0316101
512,351.1453736
512,374.8455322
512,377.3302368
512,365.7896343
512,356.5603632
512,373.3503316
512,363.11219
512,364.0182702
512,350.0143257
512,358.5840662
512,359.7591478
512,348.8952291
1024,424.9209897
1024,413.1690613
1024,443.5094121
1024,430.5204664
1024,439.5430231
1024,409.4350527
1024,438.7241369
1024,434.4448086
1024,457.1726218
1024,445.9784171
1024,418.4430516
1024,442.6151934
1024,447.3885254
1024,414.6906673
1024,413.8332473
1024,441.2116197
1024,410.2636172
1024,425.8128384
1024,422.8718834
1024,411.2416007
1024,422.2607617
1024,415.0250808
1024,436.2846838
1024,424.2947047
1024,431.7188463
1024,404.6299875
1024,409.6073034
1024,405.4234536
1024,432.7719978
1024,449.7854706
1024,422.5083481
1024,424.3057237
1024,422.6918066
1024,421.887411
1024,411.1383201
1024,430.0270802
1024,435.4577009
1024,428.5895808
1024,448.4531012
1024,447.6848287
1024,410.8837346
1024,429.2283771
1024,416.5312468
1024,443.5354604
1024,429.9485463
1024,432.5962768
1024,410.4808455
1024,435.2899079
1024,432.5433967
1024,446.7775273
1024,430.3611357
1024,421.0072197
1024,437.4500654
1024,412.3312406
1024,411.7856386
1024,441.0200076
1024,442.090999
1024,427.4159275
1024,417.2545821
1024,419.4166738
1024,417.7523075
1024,423.2600305
1024,417.7228669
1024,423.9315249
1024,427.2335612
1024,417.1547354
1024,413.9780116
1024,392.535254
1024,409.2948512
1024,426.7029776
1024,439.4098843
1024,440.4860174
1024,434.5340219
1024,438.847189
1024,419.5386941
1024,418.447869
1024,429.8362011
1024,431.8045428
1024,428.5323611
1024,417.8247574
1024,436.6739213
1024,428.3858487
1024,421.7981178
1024,431.6297369
1024,427.9087141
1024,422.2102297
1024,409.7844607
1024,384.0932396
1024,426.3876856
1024,424.76968
1024,420.0866886
1024,433.1655084
1024,418.8080264
1024,416.5904963
1024,415.1665606
1024,402.9951316
1024,447.2422589
1024,452.6694867
1024,416.6160455
1024,416.0912876
1024,420.4302548
1024,406.9078674
1024,416.5247313
1024,401.2523113
1024,411.6783937
1024,429.8905679
1024,446.357611
1024,426.7045125
1024,424.4506611
1024,417.1716237
1024,411.8684388
1024,422.9077278
1024,444.6430993
1024,407.0792987
1024,417.9838747
1024,433.4712113
1024,405.2018309
1024,425.6354413
1024,436.3855122
1024,431.4382028
1024,429.9047122
1024,434.7017237
1024,402.687563
1024,419.950613
1024,429.7498725
1024,442.7208759
1024,419.6150278
1024,447.4759602
1024,432.9711064
1024,434.3820054
1024,408.2109739
1024,402.5734726
1024,429.5251887
1024,425.1506311
1024,426.4944783
1024,417.2547044
1024,411.8453296
1024,422.4641371
1024,415.7583239
1024,439.3537048
1024,439.1051784
1024,394.1525869
1024,435.5879167
1024,435.1980983
1024,397.0531697
1024,458.7162345
1024,428.0380973
1024,405.5434973
1024,423.3913095
1024,446.2167841
1024,405.7886847
1024,421.9116428
1024,433.2934688
1024,416.8015873
1024,423.0840319
1024,428.8220975
1024,418.1167852
1024,429.0910355
1024,435.432615
1024,431.8567786
1024,406.4761537
1024,443.791699
1024,426.384548
1024,423.1154057
1024,431.2216522
1024,439.1081331
1024,417.5229307
1024,438.010131
1024,433.6170993
1024,442.6332012
1024,428.8877903
1024,414.2547871
1024,420.9920475
1024,437.8281357
1024,428.6416163
1024,446.0537569
1024,416.5845122
1024,432.7948983
1024,439.8159574
1024,443.7573445
1024,442.1043903
1024,406.1563715
1024,439.7925488
1024,416.4470705
1024,442.9912556
1024,389.4785141
1024,415.8127291
1024,441.5423228
1024,424.2733095
1024,424.4699572
1024,419.2905981
1024,434.6955569
1024,446.8549773
1024,413.5023741
1024,409.4440588
1024,431.3100453
1024,425.5715029
1024,390.0500681
1024,421.9191191
1024,419.6432726
2048,550.6925672
2048,561.7644618
2048,558.081311
2048,543.964023
2048,556.5542156
2048,541.8435692
2048,568.3791881
2048,563.9338748
2048,578.6324862
2048,555.5320577
2048,564.6183615
2048,598.3389572
2048,565.0148185
2048,543.3544772
2048,550.3879406
2048,561.833059
2048,559.686001
2048,570.1339176
2048,527.8637747
2048,568.7563121
2048,547.7380557
2048,581.6454838
2048,562.4719426
2048,549.7184475
2048,545.5306265
2048,586.1889913
2048,567.1595802
2048,567.4969717
2048,550.9039788
2048,536.1368924
2048,583.849254
2048,548.3010976
2048,556.7077947
2048,556.224055
2048,554.1913232
2048,534.2246072
2048,555.2478003
2048,527.7540776
2048,557.7883037
2048,525.4112601
2048,568.766
2048,532.074737
2048,541.2942278
2048,574.188567
2048,583.0506972
2048,542.2228533
2048,516.4494502
2048,546.5661139
2048,555.9280803
2048,554.3122403
2048,546.6835318
2048,552.2411393
2048,553.2667952
2048,536.8968039
2048,541.5385329
2048,575.4549124
2048,546.3558037
2048,547.7967313
2048,538.5338162
2048,554.5201884
2048,569.786139
2048,580.7517193
2048,537.8344896
2048,567.7328129
2048,551.2554012
2048,520.5933033
2048,545.3427444
2048,541.3804917
2048,560.551978
2048,568.6261283
2048,563.9268046
2048,544.6836389
2048,533.4759129
2048,598.3816986
2048,539.6165855
2048,525.1832161
2048,518.607107
2048,553.8922113
2048,554.6209297
2048,547.4580619
2048,545.3571971
2048,569.2800435
2048,546.5046794
2048,570.031989
2048,546.6208862
2048,551.4722329
2048,541.2266605
2048,542.0228019
2048,573.167483
2048,570.7844903
2048,567.7627769
2048,533.6912995
2048,541.6894787
2048,558.5364655
2048,569.6306442
2048,523.3505642
2048,568.4636108
2048,545.5114168
2048,564.9048724
2048,563.9099684
2048,571.5774942
2048,546.8297974
2048,554.5477956
2048,543.4982476
2048,567.163883
2048,564.1939575
2048,564.0666062
2048,581.1735543
2048,555.2744088
2048,539.8293369
2048,546.3351342
2048,553.3300244
2048,551.945457
2048,569.0158023
2048,543.7891993
2048,534.4919198
2048,542.2735414
2048,578.6819127
2048,568.1570871
2048,551.8141952
2048,555.5327201
2048,574.8594242
2048,583.5461333
2048,572.3457337
2048,568.6053021
2048,517.489307
2048,549.84539
2048,549.492749
2048,567.0212197
2048,562.8376723
2048,578.2496423
2048,555.8201907
2048,537.6650086
2048,555.242405
2048,565.7568192
2048,540.3922242
2048,545.0286664
2048,546.4505049
2048,551.9025083
2048,553.5644734
2048,540.7538524
2048,568.5252315
2048,537.7750196
2048,539.9261235
2048,566.2729242
2048,551.338543
2048,569.0886179
2048,561.6099111
2048,550.4524416
2048,559.5481784
2048,539.0636309
2048,565.7024356
2048,564.7078805
2048,563.4664689
2048,575.1480903
2048,538.2820225
2048,550.2407776
2048,547.9510433
2048,566.747621
2048,547.8285995
2048,540.341407
2048,569.2245459
2048,573.9092703
2048,549.0929681
2048,578.6672379
2048,536.3409122
2048,541.6348626
2048,562.2081642
2048,559.3546193
2048,581.1685737
2048,536.9759487
2048,532.7787151
2048,568.9634096
2048,554.6216811
2048,561.4203084
2048,543.8986758
2048,549.2547757
2048,575.3891496
2048,567.3828883
2048,549.4369891
2048,555.1084529
2048,552.3236235
2048,561.6978595
2048,562.368328
2048,539.044404
2048,563.9806989
2048,551.2079844
2048,547.3363632
2048,548.9546709
2048,555.1166721
2048,540.4383521
2048,553.5263637
2048,563.2280483
2048,556.4683069
2048,540.4005711
2048,563.4345543
2048,565.83049
2048,550.2122215
2048,559.4057054
2048,554.2069522
3072,668.6104397
3072,670.2573585
3072,706.8522295
3072,693.8190693
3072,691.0403909
3072,682.7075106
3072,704.2668062
3072,674.6889663
3072,684.1766387
3072,682.1433677
3072,697.8101725
3072,695.3168434
3072,712.9494303
3072,736.8472361
3072,661.934613
3072,739.5352615
3072,664.3120154
3072,682.6347037
3072,650.8502273
3072,696.5607511
3072,669.5572984
3072,664.7710157
3072,720.6618187
3072,720.6567813
3072,690.2167251
3072,655.3174698
3072,704.1678621
3072,707.6508149
3072,662.321918
3072,683.6482986
3072,689.463298
3072,648.1543604
3072,684.320348
3072,704.9822709
3072,715.7966401
3072,657.0452462
3072,677.0104729
3072,684.9230845
3072,694.7069194
3072,707.0170384
3072,666.1785318
3072,729.825817
3072,697.5837561
3072,712.1107158
3072,667.4110039
3072,647.5356947
3072,712.1177526
3072,699.2223844
3072,710.6643922
3072,696.6855944
3072,705.3243088
3072,658.8124438
3072,697.407554
3072,724.9172551
3072,687.0721977
3072,688.0481392
3072,716.9488993
3072,692.990571
3072,661.3762113
3072,660.7454461
3072,660.2322464
3072,670.0413947
3072,671.7295692
3072,687.8051306
3072,730.2393362
3072,683.2458665
3072,689.2315967
3072,709.4193336
3072,661.315637
3072,715.3631729
3072,684.7380357
3072,693.0843837
3072,678.5409569
3072,638.5006588
3072,665.3109017
3072,671.7899798
3072,677.3744768
3072,706.5360558
3072,716.8671864
3072,679.850564
3072,700.328888
3072,720.1474017
3072,705.3331879
3072,668.8984987
3072,693.4512782
3072,681.7111425
3072,690.0013308
3072,680.0774974
3072,679.9049284
3072,651.0023966
3072,689.1893934
3072,677.4842476
3072,691.7360509
3072,630.8402837
3072,685.8235294
3072,674.2345266
3072,674.8340341
3072,666.9044806
3072,659.1515869
3072,674.7982453
3072,713.6642497
3072,717.3834115
3072,642.5572201
3072,662.807578
3072,693.3184333
3072,688.238056
3072,703.3734076
3072,676.8441467
3072,718.026312
3072,672.4588688
3072,699.7209717
3072,675.3182923
3072,677.5077236
3072,687.3906026
3072,700.0150507
3072,638.9362862
3072,707.3159481
3072,670.5330494
3072,661.1766193
3072,714.907863
3072,676.7728884
3072,684.7489629
3072,690.4608468
3072,687.9165518
3072,666.1966557
3072,650.1583425
3072,702.6595706
3072,699.7227818
3072,700.2601241
3072,704.3494492
3072,660.5374396
3072,696.0013804
3072,670.1549568
3072,705.7538433
3072,655.2038603
3072,646.2458143
3072,667.493154
3072,654.330622
3072,666.1545636
3072,681.5847453
3072,689.1980861
3072,670.4748107
3072,667.3736473
3072,661.9215063
3072,676.3530437
3072,699.5823354
3072,656.6630644
3072,669.5487921
3072,678.9509135
3072,686.3381838
3072,689.4451918
3072,694.6187606
3072,681.5112431
3072,717.6151362
3072,721.0761029
3072,684.5888529
3072,698.3860471
3072,691.2038665
3072,676.7572434
3072,683.3382731
3072,725.5873784
3072,709.5997077
3072,660.6723414
3072,678.0998994
3072,677.3888552
3072,635.7763624
3072,653.053327
3072,713.4136902
3072,650.1759823
3072,689.1303907
3072,663.3431912
3072,704.3516334
3072,698.5603356
3072,710.074534
3072,649.4561517
3072,676.8586882
3072,657.4977862
3072,710.2754289
3072,676.0844592
3072,687.4541903
3072,688.3143441
3072,667.6945684
3072,703.5442272
3072,697.7163577
3072,668.3790752
3072,694.9416806
3072,682.569158
3072,650.4867322
3072,699.3195783
3072,676.4832932
3072,694.6133554
3072,677.698346
3072,667.5531569
3072,671.3837182
3072,701.0244872
3072,676.1317391
3072,673.3659273
3072,730.0514833
3072,684.3995226
3072,709.0411578
4096,830.2219091
4096,786.7237987
4096,801.2474431
4096,837.4915128
4096,836.4197999
4096,804.8195043
4096,835.9430362
4096,851.0981097
4096,811.6786285
4096,815.1533877
4096,834.261729
4096,850.8010454
4096,820.1415515
4096,857.1767113
4096,799.1293951
4096,823.2167039
4096,815.9342047
4096,798.1054302
4096,843.3685985
4096,852.6508531
4096,851.8680718
4096,846.8447242
4096,831.4533621
4096,837.6050193
4096,836.7095225
4096,835.0593378
4096,817.815135
4096,857.9663553
4096,808.048885
4096,901.5719152
4096,812.9036393
4096,800.4896623
4096,849.8298561
4096,853.8794334
4096,776.3749863
4096,848.5946939
4096,821.7347022
4096,846.3232123
4096,814.1085648
4096,808.2976274
4096,828.4537324
4096,832.5346468
4096,818.8704926
4096,837.9408616
4096,800.6036618
4096,835.8918752
4096,804.227578
4096,798.6676064
4096,816.0012478
4096,851.5441749
4096,844.6940794
4096,816.6046149
4096,837.125859
4096,795.1074266
4096,844.5103138
4096,808.7306531
4096,814.3145616
4096,874.9021017
4096,809.3371769
4096,793.284165
4096,806.1924259
4096,848.3592467
4096,813.0350323
4096,804.7373955
4096,817.3052115
4096,813.3552544
4096,839.566499
4096,836.4845662
4096,840.5196998
4096,822.2013867
4096,831.0415632
4096,827.6781973
4096,848.074638
4096,786.4519866
4096,846.0519287
4096,821.7932076
4096,788.3123361
4096,825.1694086
4096,847.6711771
4096,851.4250909
4096,753.2255167
4096,805.2539908
4096,826.1503165
4096,843.6185157
4096,834.5094417
4096,815.8373175
4096,831.0481786
4096,864.7733857
4096,855.2570016
4096,785.3416846
4096,849.3999514
4096,792.6492753
4096,844.5736423
4096,824.4386178
4096,805.2368844
4096,866.7543921
4096,828.1950791
4096,813.4617105
4096,839.5385069
4096,802.237043
4096,848.822135
4096,773.8082518
4096,868.567997
4096,797.9909585
4096,833.1366302
4096,812.8944204
4096,798.4409841
4096,823.264293
4096,821.5730264
4096,813.5993109
4096,815.5520362
4096,842.4882462
4096,805.7459896
4096,868.1866064
4096,830.5185033
4096,833.6410267
4096,820.7876956
4096,809.1336864
4096,853.0303291
4096,851.772493
4096,825.5478862
4096,792.5657503
4096,837.9588764
4096,832.1877694
4096,804.1993748
4096,798.9901811
4096,863.9042347
4096,835.657055
4096,843.5163386
4096,810.0251927
4096,798.6683968
4096,805.1721961
4096,818.1134046
4096,840.13919
4096,844.5921593
4096,845.8369149
4096,838.2475607
4096,835.2079597
4096,834.6867875
4096,826.0656414
4096,845.6043939
4096,858.2370032
4096,832.9438283
4096,820.1542736
4096,840.5863497
4096,841.9680391
4096,828.7947241
4096,810.16885
4096,867.1841234
4096,850.652889
4096,833.2915482
4096,818.272841
4096,810.9604272
4096,864.6622921
4096,815.1474724
4096,894.6548535
4096,794.2549007
4096,811.3794065
4096,849.3545269
4096,844.3872768
4096,848.5786535
4096,792.7247702
4096,825.7606206
4096,794.5084336
4096,826.8509372
4096,844.8103842
4096,863.8486309
4096,819.3295255
4096,825.9682988
4096,821.0320888
4096,825.0909386
4096,856.3605093
4096,806.0833318
4096,827.4926362
4096,789.0097406
4096,832.9982528
4096,852.336625
4096,838.7982538
4096,819.9079516
4096,853.0513696
4096,809.0175522
4096,823.2973221
4096,805.0048656
4096,816.8531052
4096,870.5679446
4096,807.5595116
4096,817.0405976
4096,844.7393236
4096,823.3145488
4096,833.8040666
4096,783.0621803
4096,807.6493669
4096,825.9433218
4096,841.0812914
4096,814.8102618
4096,861.754339
4096,796.5482959
4096,847.0376739
4096,784.7015569
4096,840.4081923
5120,973.7212288
5120,937.4233626
5120,977.3732946
5120,955.8913549
5120,935.4628233
5120,1003.98077
5120,979.0965543
5120,974.0730967
5120,969.3706447
5120,988.4453976
5120,948.9708738
5120,958.8652655
5120,958.8492759
5120,944.455476
5120,1029.424671
5120,1008.589454
5120,995.8475282
5120,968.3938148
5120,946.3805565
5120,1000.093677
5120,992.1874333
5120,906.0448277
5120,1002.992577
5120,987.0920812
5120,987.4762265
5120,965.9395135
5120,929.6483462
5120,997.6748321
5120,935.9926998
5120,959.751952
5120,913.1425932
5120,950.1117085
5120,920.3822383
5120,986.5334651
5120,901.1811942
5120,889.911776
5120,896.4143594
5120,944.2927544
5120,1016.297613
5120,927.6801516
5120,990.8295459
5120,944.8733123
5120,950.9926232
5120,919.945799
5120,974.5023297
5120,937.3374577
5120,1022.811447
5120,952.0920308
5120,989.3721746
5120,959.4195854
5120,1020.166784
5120,965.1917927
5120,987.358184
5120,987.3239839
5120,952.217416
5120,934.9703661
5120,946.024172
5120,955.3135649
5120,958.667897
5120,911.9606766
5120,1005.267513
5120,988.6628687
5120,1004.033862
5120,979.3157716
5120,981.1521994
5120,1012.925175
5120,980.759558
5120,1020.5815
5120,981.1214359
5120,1039.79354
5120,995.2669764
5120,1017.163929
5120,928.0565361
5120,922.0617701
5120,969.4456041
5120,954.2021228
5120,931.1330075
5120,954.1334767
5120,910.2617367
5120,974.1615728
5120,928.5191321
5120,921.9301233
5120,946.3232292
5120,1039.941695
5120,951.7785658
5120,949.1541654
5120,990.7078775
5120,966.441715
5120,963.9776701
5120,1019.014708
5120,974.8675489
5120,1054.396854
5120,961.8932099
5120,1037.167077
5120,898.3953727
5120,944.3040663
5120,1010.872774
5120,987.3496896
5120,1009.453726
5120,933.410122
5120,969.0448719
5120,927.3035173
5120,993.5024486
5120,907.2852005
5120,990.1387321
5120,936.0481699
5120,961.329167
5120,965.0530586
5120,972.9889302
5120,1011.070142
5120,937.1336493
5120,976.274162
5120,961.0661526
5120,932.8778547
5120,979.8615315
5120,976.0970855
5120,956.7815903
5120,977.8812643
5120,980.6845466
5120,984.6992294
5120,999.879922
5120,989.7940593
5120,947.1793478
5120,976.0229265
5120,926.4462503
5120,931.5080234
5120,990.5967995
5120,957.8416275
5120,1018.515455
5120,986.0879445
5120,957.7128966
5120,949.7307892
5120,1010.865089
5120,956.4278619
5120,930.3856574
5120,892.1733802
5120,977.3971201
5120,974.7246243
5120,1026.844255
5120,940.6313986
5120,1014.953067
5120,951.0126291
5120,1019.329847
5120,947.3454816
5120,986.1035939
5120,941.474697
5120,953.2717231
5120,938.679647
5120,999.4608556
5120,944.1778487
5120,1002.183717
5120,994.6070844
5120,1009.07086
5120,952.8154871
5120,954.2462594
5120,999.4101207
5120,964.3043411
5120,989.9995331
5120,907.0857615
5120,1001.37117
5120,945.9182406
5120,958.9499094
5120,995.3348189
5120,1040.895024
5120,999.9593096
5120,955.9329708
5120,973.5540373
5120,982.4959029
5120,1008.158812
5120,1027.782418
5120,943.286968
5120,965.8713158
5120,937.5197184
5120,1017.847201
5120,971.5369904
5120,980.9739784
5120,969.5791374
5120,974.4435227
5120,959.6537286
5120,973.5944266
5120,966.2292851
5120,979.337678
5120,963.2353652
5120,942.9031336
5120,972.3294932
5120,991.0087566
5120,921.0034902
5120,991.3213941
5120,963.628746
5120,997.3667809
5120,1010.715107
5120,947.3516797
5120,964.7682325
5120,927.2672005
5120,976.3422656
5120,973.5402515
5120,1015.298707
5120,964.8173275
5120,934.9839836
5120,1000.915831
1,363.6734384
1,366.7233733
1,378.1390007
256,406.7646938
256,402.3205447
256,400.8568657
512,412.5648777
512,420.1460011
512,416.610608
512,428.1833549
512,410.3059878
512,437.2902408
512,434.038
512,440.7147504
512,422.4250621
1024,475.4645878
1024,487.9118286
1024,485.691268
1024,484.5153218
1024,494.2344909
1024,507.2004688
1024,487.2321791
1024,492.9273989
1024,482.2068046
2048,617.8049237
2048,640.6480114
2048,617.7711428
2048,632.8287409
2048,631.5446571
2048,643.8107758
2048,640.9928195
2048,630.2807969
2048,636.759247
3072,756.8224318
3072,779.8980396
